,width,module,t,l1
438,1024,layers.1.layers.0,0,0.307343065738678
439,1024,layers.1.layers.1,0,0.15423667430877686
440,1024,layers.1.layers,0,0.15423667430877686
441,1024,layers.1,0,0.15423667430877686
442,1024,layers.2.query,0,0.2111937403678894
443,1024,layers.2.key,0,0.21432235836982727
444,1024,layers.2.value,0,0.21564766764640808
445,1024,layers.2,0,0.2154867947101593
446,1024,layers.3.layers.0,0,0.15153414011001587
447,1024,layers.3.layers.1,0,0.07023531943559647
448,1024,layers.3.layers,0,0.07023531943559647
449,1024,layers.3,0,0.07023531943559647
450,1024,layers.4.query,0,0.10231108218431473
451,1024,layers.4.key,0,0.10302393138408661
452,1024,layers.4.value,0,0.10169706493616104
453,1024,layers.4,0,0.10169706493616104
454,1024,layers.5.layers.0,0,0.070441335439682
455,1024,layers.5.layers.1,0,0.037685949355363846
456,1024,layers.5.layers,0,0.037685949355363846
457,1024,layers.5,0,0.037685949355363846
458,1024,layers.6.query,0,0.051278796046972275
459,1024,layers.6.key,0,0.04984797537326813
460,1024,layers.6.value,0,0.05032368749380112
461,1024,layers.6,0,0.050323691219091415
462,1024,layers.7.layers.0,0,0.03393898531794548
463,1024,layers.7.layers.1,0,0.016854438930749893
464,1024,layers.7.layers,0,0.016854438930749893
465,1024,layers.7,0,0.016854438930749893
466,1024,unembed,0,0.0763871893286705
467,1024,,0,0.0763871893286705
468,1024,embed,1,0.7288498282432556
469,1024,fin,1,0.733376145362854
470,1024,layers.0.query,1,0.5199896097183228
471,1024,layers.0.key,1,0.5223804712295532
472,1024,layers.0.value,1,0.5258177518844604
473,1024,layers.0,1,0.4075733721256256
474,1024,layers.1.layers.0,1,0.3075067400932312
475,1024,layers.1.layers.1,1,0.1540917307138443
476,1024,layers.1.layers,1,0.1540917307138443
477,1024,layers.1,1,0.1540917307138443
478,1024,layers.2.query,1,0.2113141566514969
479,1024,layers.2.key,1,0.2146969735622406
480,1024,layers.2.value,1,0.2154826521873474
481,1024,layers.2,1,0.21532706916332245
482,1024,layers.3.layers.0,1,0.15133962035179138
483,1024,layers.3.layers.1,1,0.07001122832298279
484,1024,layers.3.layers,1,0.07001122832298279
485,1024,layers.3,1,0.07001122832298279
486,1024,layers.4.query,1,0.1022448018193245
487,1024,layers.4.key,1,0.10297743231058121
488,1024,layers.4.value,1,0.10168097913265228
489,1024,layers.4,1,0.10168097913265228
490,1024,layers.5.layers.0,1,0.07058236002922058
491,1024,layers.5.layers.1,1,0.03778698295354843
492,1024,layers.5.layers,1,0.03778698295354843
493,1024,layers.5,1,0.03778698295354843
494,1024,layers.6.query,1,0.0512845441699028
495,1024,layers.6.key,1,0.04988960176706314
496,1024,layers.6.value,1,0.05047623813152313
497,1024,layers.6,1,0.05047623813152313
498,1024,layers.7.layers.0,1,0.03405435383319855
499,1024,layers.7.layers.1,1,0.016919709742069244
500,1024,layers.7.layers,1,0.016919709742069244
501,1024,layers.7,1,0.016919709742069244
502,1024,unembed,1,0.09470679610967636
503,1024,,1,0.09470679610967636
504,1024,embed,2,0.7290405035018921
505,1024,fin,2,0.7339497208595276
506,1024,layers.0.query,2,0.5207557678222656
507,1024,layers.0.key,2,0.5232070684432983
508,1024,layers.0.value,2,0.5269134044647217
509,1024,layers.0,2,0.4117472171783447
510,1024,layers.1.layers.0,2,0.31139642000198364
511,1024,layers.1.layers.1,2,0.15620452165603638
512,1024,layers.1.layers,2,0.15620452165603638
513,1024,layers.1,2,0.15620452165603638
514,1024,layers.2.query,2,0.21445287764072418
515,1024,layers.2.key,2,0.2177930772304535
516,1024,layers.2.value,2,0.2187998741865158
517,1024,layers.2,2,0.21864952147006989
518,1024,layers.3.layers.0,2,0.15482690930366516
519,1024,layers.3.layers.1,2,0.07181435823440552
520,1024,layers.3.layers,2,0.07181435823440552
521,1024,layers.3,2,0.07181435823440552
522,1024,layers.4.query,2,0.10499022156000137
523,1024,layers.4.key,2,0.10560546070337296
524,1024,layers.4.value,2,0.10481348633766174
525,1024,layers.4,2,0.10481348633766174
526,1024,layers.5.layers.0,2,0.0734938234090805
527,1024,layers.5.layers.1,2,0.03950370475649834
528,1024,layers.5.layers,2,0.03950370475649834
529,1024,layers.5,2,0.03950370475649834
530,1024,layers.6.query,2,0.05349422246217728
531,1024,layers.6.key,2,0.05222536623477936
532,1024,layers.6.value,2,0.053025081753730774
533,1024,layers.6,2,0.053025081753730774
534,1024,layers.7.layers.0,2,0.03623411804437637
535,1024,layers.7.layers.1,2,0.01815146580338478
536,1024,layers.7.layers,2,0.01815146580338478
537,1024,layers.7,2,0.01815146580338478
538,1024,unembed,2,0.14690367877483368
539,1024,,2,0.14690367877483368
540,2048,embed,0,0.7293400168418884
541,2048,fin,0,0.7243425846099854
542,2048,layers.0.query,0,0.5146178007125854
543,2048,layers.0.key,0,0.5053735971450806
544,2048,layers.0.value,0,0.5109134912490845
545,2048,layers.0,0,0.39954543113708496
546,2048,layers.1.layers.0,0,0.2764333486557007
547,2048,layers.1.layers.1,0,0.13824091851711273
548,2048,layers.1.layers,0,0.13824091851711273
549,2048,layers.1,0,0.13824091851711273
550,2048,layers.2.query,0,0.19620555639266968
551,2048,layers.2.key,0,0.1992122381925583
552,2048,layers.2.value,0,0.19632868468761444
553,2048,layers.2,0,0.19591286778450012
554,2048,layers.3.layers.0,0,0.13739189505577087
555,2048,layers.3.layers.1,0,0.06680162250995636
556,2048,layers.3.layers,0,0.06680162250995636
557,2048,layers.3,0,0.06680162250995636
558,2048,layers.4.query,0,0.09594542533159256
559,2048,layers.4.key,0,0.09609772264957428
560,2048,layers.4.value,0,0.09882140159606934
561,2048,layers.4,0,0.09882140159606934
562,2048,layers.5.layers.0,0,0.07261011004447937
563,2048,layers.5.layers.1,0,0.035086095333099365
564,2048,layers.5.layers,0,0.035086095333099365
565,2048,layers.5,0,0.035086095333099365
566,2048,layers.6.query,0,0.05053692311048508
567,2048,layers.6.key,0,0.052225470542907715
568,2048,layers.6.value,0,0.05043945461511612
569,2048,layers.6,0,0.05043945461511612
570,2048,layers.7.layers.0,0,0.03407083451747894
571,2048,layers.7.layers.1,0,0.016745550557971
572,2048,layers.7.layers,0,0.016745550557971
573,2048,layers.7,0,0.016745550557971
574,2048,unembed,0,0.07669252157211304
575,2048,,0,0.07669252157211304
576,2048,embed,1,0.7293797731399536
577,2048,fin,1,0.7243178486824036
578,2048,layers.0.query,1,0.5144332647323608
579,2048,layers.0.key,1,0.505384624004364
580,2048,layers.0.value,1,0.5104389786720276
581,2048,layers.0,1,0.38859325647354126
582,2048,layers.1.layers.0,1,0.2693594992160797
583,2048,layers.1.layers.1,1,0.1348484456539154
584,2048,layers.1.layers,1,0.1348484456539154
585,2048,layers.1,1,0.1348484456539154
586,2048,layers.2.query,1,0.19110170006752014
587,2048,layers.2.key,1,0.1935175210237503
588,2048,layers.2.value,1,0.19130286574363708
589,2048,layers.2,1,0.1908869743347168
590,2048,layers.3.layers.0,1,0.1348170042037964
591,2048,layers.3.layers.1,1,0.06527978181838989
592,2048,layers.3.layers,1,0.06527978181838989
593,2048,layers.3,1,0.06527978181838989
594,2048,layers.4.query,1,0.0945407971739769
595,2048,layers.4.key,1,0.0945838987827301
596,2048,layers.4.value,1,0.09736740589141846
597,2048,layers.4,1,0.09736740589141846
598,2048,layers.5.layers.0,1,0.0716768354177475
599,2048,layers.5.layers.1,1,0.03457815200090408
600,2048,layers.5.layers,1,0.03457815200090408
601,2048,layers.5,1,0.03457815200090408
602,2048,layers.6.query,1,0.04980593919754028
603,2048,layers.6.key,1,0.051861055195331573
604,2048,layers.6.value,1,0.04992227628827095
605,2048,layers.6,1,0.04992227628827095
606,2048,layers.7.layers.0,1,0.033622778952121735
607,2048,layers.7.layers.1,1,0.016471920534968376
608,2048,layers.7.layers,1,0.016471920534968376
609,2048,layers.7,1,0.016471920534968376
610,2048,unembed,1,0.09520584344863892
611,2048,,1,0.09520584344863892
612,2048,embed,2,0.7297284603118896
613,2048,fin,2,0.725501298904419
614,2048,layers.0.query,2,0.515720009803772
615,2048,layers.0.key,2,0.5065550804138184
616,2048,layers.0.value,2,0.5123794674873352
617,2048,layers.0,2,0.398892879486084
618,2048,layers.1.layers.0,2,0.278668075799942
619,2048,layers.1.layers.1,2,0.1402173638343811
620,2048,layers.1.layers,2,0.1402173638343811
621,2048,layers.1,2,0.1402173638343811
622,2048,layers.2.query,2,0.19873206317424774
623,2048,layers.2.key,2,0.20150864124298096
624,2048,layers.2.value,2,0.20003804564476013
625,2048,layers.2,2,0.19963648915290833
626,2048,layers.3.layers.0,2,0.1431468427181244
627,2048,layers.3.layers.1,2,0.06950657069683075
628,2048,layers.3.layers,2,0.06950657069683075
629,2048,layers.3,2,0.06950657069683075
630,2048,layers.4.query,2,0.10143917053937912
631,2048,layers.4.key,2,0.1011924147605896
632,2048,layers.4.value,2,0.10497675836086273
633,2048,layers.4,2,0.10497675091028214
634,2048,layers.5.layers.0,2,0.0782708078622818
635,2048,layers.5.layers.1,2,0.037972286343574524
636,2048,layers.5.layers,2,0.037972286343574524
637,2048,layers.5,2,0.037972286343574524
638,2048,layers.6.query,2,0.054835349321365356
639,2048,layers.6.key,2,0.0572657585144043
640,2048,layers.6.value,2,0.05556214600801468
641,2048,layers.6,2,0.05556214600801468
642,2048,layers.7.layers.0,2,0.03818877041339874
643,2048,layers.7.layers.1,2,0.01887562684714794
644,2048,layers.7.layers,2,0.01887562684714794
645,2048,layers.7,2,0.01887562684714794
646,2048,unembed,2,0.1534193754196167
647,2048,,2,0.1534193754196167
648,4096,embed,0,0.7301938533782959
649,4096,fin,0,0.7177103757858276
650,4096,layers.0.query,0,0.5132142901420593
651,4096,layers.0.key,0,0.5178090333938599
652,4096,layers.0.value,0,0.5116431713104248
653,4096,layers.0,0,0.3876050114631653
654,4096,layers.1.layers.0,0,0.277332067489624
655,4096,layers.1.layers.1,0,0.14028747379779816
656,4096,layers.1.layers,0,0.14028747379779816
657,4096,layers.1,0,0.14028747379779816
658,4096,layers.2.query,0,0.1987139880657196
659,4096,layers.2.key,0,0.19514477252960205
660,4096,layers.2.value,0,0.1986370086669922
661,4096,layers.2,0,0.19803494215011597
662,4096,layers.3.layers.0,0,0.14118343591690063
663,4096,layers.3.layers.1,0,0.07167524099349976
664,4096,layers.3.layers,0,0.07167524099349976
665,4096,layers.3,0,0.07167524099349976
666,4096,layers.4.query,0,0.10009178519248962
667,4096,layers.4.key,0,0.10016395151615143
668,4096,layers.4.value,0,0.10280401259660721
669,4096,layers.4,0,0.10280401259660721
670,4096,layers.5.layers.0,0,0.07181002199649811
671,4096,layers.5.layers.1,0,0.03606664389371872
672,4096,layers.5.layers,0,0.03606664389371872
673,4096,layers.5,0,0.03606664389371872
674,4096,layers.6.query,0,0.05062975734472275
675,4096,layers.6.key,0,0.05101172998547554
676,4096,layers.6.value,0,0.05155652016401291
677,4096,layers.6,0,0.05155652016401291
678,4096,layers.7.layers.0,0,0.03707573190331459
679,4096,layers.7.layers.1,0,0.019030360504984856
680,4096,layers.7.layers,0,0.019030360504984856
681,4096,layers.7,0,0.019030360504984856
682,4096,unembed,0,0.07780952006578445
683,4096,,0,0.07780952006578445
684,4096,embed,1,0.7301497459411621
685,4096,fin,1,0.7176963686943054
686,4096,layers.0.query,1,0.513198971748352
687,4096,layers.0.key,1,0.518194317817688
688,4096,layers.0.value,1,0.5119262337684631
689,4096,layers.0,1,0.39846235513687134
690,4096,layers.1.layers.0,1,0.2852282226085663
691,4096,layers.1.layers.1,1,0.1435534507036209
692,4096,layers.1.layers,1,0.1435534507036209
693,4096,layers.1,1,0.1435534507036209
694,4096,layers.2.query,1,0.20441372692584991
695,4096,layers.2.key,1,0.2008071094751358
696,4096,layers.2.value,1,0.2049466073513031
697,4096,layers.2,1,0.20385953783988953
698,4096,layers.3.layers.0,1,0.14566591382026672
699,4096,layers.3.layers.1,1,0.07368152588605881
700,4096,layers.3.layers,1,0.07368152588605881
701,4096,layers.3,1,0.07368152588605881
702,4096,layers.4.query,1,0.1033669114112854
703,4096,layers.4.key,1,0.10362237691879272
704,4096,layers.4.value,1,0.10605771839618683
705,4096,layers.4,1,0.10605771839618683
706,4096,layers.5.layers.0,1,0.07431159913539886
707,4096,layers.5.layers.1,1,0.037438321858644485
708,4096,layers.5.layers,1,0.037438321858644485
709,4096,layers.5,1,0.037438321858644485
710,4096,layers.6.query,1,0.053043968975543976
711,4096,layers.6.key,1,0.053490154445171356
712,4096,layers.6.value,1,0.053909942507743835
713,4096,layers.6,1,0.053909942507743835
714,4096,layers.7.layers.0,1,0.03894085809588432
715,4096,layers.7.layers.1,1,0.019643500447273254
716,4096,layers.7.layers,1,0.019643500447273254
717,4096,layers.7,1,0.019643500447273254
718,4096,unembed,1,0.10454978048801422
719,4096,,1,0.10454978048801422
720,4096,embed,2,0.7305499911308289
721,4096,fin,2,0.7197312116622925
722,4096,layers.0.query,2,0.5158563852310181
723,4096,layers.0.key,2,0.5209231376647949
724,4096,layers.0.value,2,0.5169617533683777
725,4096,layers.0,2,0.4353025555610657
726,4096,layers.1.layers.0,2,0.3168698251247406
727,4096,layers.1.layers.1,2,0.16027987003326416
728,4096,layers.1.layers,2,0.16027987003326416
729,4096,layers.1,2,0.16027987003326416
730,4096,layers.2.query,2,0.22995027899742126
731,4096,layers.2.key,2,0.2255118191242218
732,4096,layers.2.value,2,0.23294511437416077
733,4096,layers.2,2,0.23197418451309204
734,4096,layers.3.layers.0,2,0.17070870101451874
735,4096,layers.3.layers.1,2,0.08716584742069244
736,4096,layers.3.layers,2,0.08716584742069244
737,4096,layers.3,2,0.08716584742069244
738,4096,layers.4.query,2,0.12285110354423523
739,4096,layers.4.key,2,0.12310359627008438
740,4096,layers.4.value,2,0.1280970275402069
741,4096,layers.4,2,0.12809701263904572
742,4096,layers.5.layers.0,2,0.09254763275384903
743,4096,layers.5.layers.1,2,0.04754684865474701
744,4096,layers.5.layers,2,0.04754684865474701
745,4096,layers.5,2,0.04754684865474701
746,4096,layers.6.query,2,0.06788608431816101
747,4096,layers.6.key,2,0.0683380663394928
748,4096,layers.6.value,2,0.06998082995414734
749,4096,layers.6,2,0.06998082995414734
750,4096,layers.7.layers.0,2,0.052081119269132614
751,4096,layers.7.layers.1,2,0.026555966585874557
752,4096,layers.7.layers,2,0.026555966585874557
753,4096,layers.7,2,0.026555966585874557
754,4096,unembed,2,0.20847712457180023
755,4096,,2,0.20847712457180023
756,8192,embed,0,0.7310801148414612
757,8192,fin,0,0.7223109602928162
758,8192,layers.0.query,0,0.5090616941452026
759,8192,layers.0.key,0,0.5081338882446289
760,8192,layers.0.value,0,0.5140669345855713
761,8192,layers.0,0,0.4146856963634491
762,8192,layers.1.layers.0,0,0.29199278354644775
763,8192,layers.1.layers.1,0,0.14698052406311035
764,8192,layers.1.layers,0,0.14698052406311035
765,8192,layers.1,0,0.14698052406311035
766,8192,layers.2.query,0,0.20865309238433838
767,8192,layers.2.key,0,0.20791995525360107
768,8192,layers.2.value,0,0.20803481340408325
769,8192,layers.2,0,0.20694297552108765
770,8192,layers.3.layers.0,0,0.146206796169281
771,8192,layers.3.layers.1,0,0.07334722578525543
772,8192,layers.3.layers,0,0.07334722578525543
773,8192,layers.3,0,0.07334722578525543
774,8192,layers.4.query,0,0.10284337401390076
775,8192,layers.4.key,0,0.10445120930671692
776,8192,layers.4.value,0,0.10284024477005005
777,8192,layers.4,0,0.10284024477005005
778,8192,layers.5.layers.0,0,0.07170064002275467
779,8192,layers.5.layers.1,0,0.03532957285642624
780,8192,layers.5.layers,0,0.03532957285642624
781,8192,layers.5,0,0.03532957285642624
782,8192,layers.6.query,0,0.05093852058053017
783,8192,layers.6.key,0,0.05162440612912178
784,8192,layers.6.value,0,0.05077178031206131
785,8192,layers.6,0,0.05077178031206131
786,8192,layers.7.layers.0,0,0.035543590784072876
787,8192,layers.7.layers.1,0,0.017696117982268333
788,8192,layers.7.layers,0,0.017696117982268333
789,8192,layers.7,0,0.017696117982268333
790,8192,unembed,0,0.07774093747138977
791,8192,,0,0.07774093747138977
792,8192,embed,1,0.7310333251953125
793,8192,fin,1,0.7235429286956787
794,8192,layers.0.query,1,0.5130741596221924
795,8192,layers.0.key,1,0.5104056596755981
796,8192,layers.0.value,1,0.5186049938201904
797,8192,layers.0,1,0.4637646973133087
798,8192,layers.1.layers.0,1,0.3317883610725403
799,8192,layers.1.layers.1,1,0.16713091731071472
800,8192,layers.1.layers,1,0.16713091731071472
801,8192,layers.1,1,0.16713091731071472
802,8192,layers.2.query,1,0.23927927017211914
803,8192,layers.2.key,1,0.2379882037639618
804,8192,layers.2.value,1,0.24098370969295502
805,8192,layers.2,1,0.2401786744594574
806,8192,layers.3.layers.0,1,0.1749098300933838
807,8192,layers.3.layers.1,1,0.0875103622674942
808,8192,layers.3.layers,1,0.0875103622674942
809,8192,layers.3,1,0.0875103622674942
810,8192,layers.4.query,1,0.12461484223604202
811,8192,layers.4.key,1,0.12627989053726196
812,8192,layers.4.value,1,0.1269776076078415
813,8192,layers.4,1,0.1269775927066803
814,8192,layers.5.layers.0,1,0.09253577888011932
815,8192,layers.5.layers.1,1,0.04561641067266464
816,8192,layers.5.layers,1,0.04561641067266464
817,8192,layers.5,1,0.04561641067266464
818,8192,layers.6.query,1,0.06592155992984772
819,8192,layers.6.key,1,0.0671413317322731
820,8192,layers.6.value,1,0.06771104782819748
821,8192,layers.6,1,0.06771104037761688
822,8192,layers.7.layers.0,1,0.04952374845743179
823,8192,layers.7.layers.1,1,0.02474188059568405
824,8192,layers.7.layers,1,0.02474188059568405
825,8192,layers.7,1,0.02474188059568405
826,8192,unembed,1,0.11845681816339493
827,8192,,1,0.11845681816339493
828,8192,embed,2,0.7313788533210754
829,8192,fin,2,0.7294056415557861
830,8192,layers.0.query,2,0.5236086845397949
831,8192,layers.0.key,2,0.5188268423080444
832,8192,layers.0.value,2,0.5341562628746033
833,8192,layers.0,2,0.5072836875915527
834,8192,layers.1.layers.0,2,0.3784920573234558
835,8192,layers.1.layers.1,2,0.19358880817890167
836,8192,layers.1.layers,2,0.19358880817890167
837,8192,layers.1,2,0.19358880817890167
838,8192,layers.2.query,2,0.2808254063129425
839,8192,layers.2.key,2,0.2776198983192444
840,8192,layers.2.value,2,0.2898394465446472
841,8192,layers.2,2,0.28969770669937134
842,8192,layers.3.layers.0,2,0.22288569808006287
843,8192,layers.3.layers.1,2,0.11384989321231842
844,8192,layers.3.layers,2,0.11384989321231842
845,8192,layers.3,2,0.11384989321231842
846,8192,layers.4.query,2,0.16379106044769287
847,8192,layers.4.key,2,0.16542547941207886
848,8192,layers.4.value,2,0.17158478498458862
849,8192,layers.4,2,0.17158478498458862
850,8192,layers.5.layers.0,2,0.13317333161830902
851,8192,layers.5.layers.1,2,0.06716904044151306
852,8192,layers.5.layers,2,0.06716904044151306
853,8192,layers.5,2,0.06716904044151306
854,8192,layers.6.query,2,0.0971495509147644
855,8192,layers.6.key,2,0.0987127423286438
856,8192,layers.6.value,2,0.10241701453924179
857,8192,layers.6,2,0.10241701453924179
858,8192,layers.7.layers.0,2,0.07932565361261368
859,8192,layers.7.layers.1,2,0.04062851145863533
860,8192,layers.7.layers,2,0.04062851145863533
861,8192,layers.7,2,0.04062851145863533
862,8192,unembed,2,0.30007749795913696
863,8192,,2,0.30007749795913696
